,date,home_team,away_team,home_score,away_score,tournament
1481,1/29/2003,United States,Germany,1,0,Four Nations Tournament
1482,1/29/2003,China PR,Norway,1,1,Four Nations Tournament
1483,3/14/2003,United States,Canada,1,1,Algarve Cup
1484,3/14/2003,Sweden,Norway,1,1,Algarve Cup
1485,3/14/2003,Denmark,France,0,3,Algarve Cup
1486,3/14/2003,China PR,Finland,0,0,Algarve Cup
1487,3/14/2003,Portugal,Wales,1,1,Algarve Cup
1488,3/14/2003,Republic of Ireland,Greece,0,0,Algarve Cup
1489,3/16/2003,Sweden,Canada,1,1,Algarve Cup
1490,3/16/2003,Norway,United States,0,1,Algarve Cup
1491,3/16/2003,Denmark,Finland,0,0,Algarve Cup
1492,3/16/2003,China PR,France,3,0,Algarve Cup
1493,3/16/2003,Portugal,Greece,1,1,Algarve Cup
1494,3/16/2003,Republic of Ireland,Wales,3,1,Algarve Cup
1495,3/18/2003,Norway,Canada,1,0,Algarve Cup
1496,3/18/2003,United States,Sweden,1,1,Algarve Cup
1497,3/18/2003,France,Finland,1,0,Algarve Cup
1498,3/18/2003,China PR,Denmark,2,1,Algarve Cup
1499,3/18/2003,Greece,Wales,2,0,Algarve Cup
1500,3/18/2003,Portugal,Republic of Ireland,3,2,Algarve Cup
1501,3/20/2003,Republic of Ireland,Wales,2,2,Algarve Cup
1502,3/20/2003,Portugal,Denmark,0,1,Algarve Cup
1503,3/20/2003,Canada,Greece,7,1,Algarve Cup
1504,3/20/2003,Sweden,Finland,5,0,Algarve Cup
1505,3/20/2003,Norway,France,1,0,Algarve Cup
1506,3/20/2003,United States,China PR,2,0,Algarve Cup
1507,3/26/2003,Netherlands,Spain,0,1,UEFA Euro qualification
1508,3/27/2003,Germany,Scotland,5,0,UEFA Euro qualification
1509,3/30/2003,Italy,Serbia and Montenegro,8,0,UEFA Euro qualification
1510,4/5/2003,Cook Islands,Papua New Guinea,1,5,OFC Championship
1511,4/5/2003,Australia,Samoa,19,0,OFC Championship
1512,4/7/2003,Australia,Cook Islands,11,0,OFC Championship
1513,4/7/2003,Samoa,New Zealand,0,15,OFC Championship
1514,4/9/2003,Peru,Bolivia,3,1,Copa América
1515,4/9/2003,Ecuador,Venezuela,2,0,Copa América
1516,4/9/2003,Argentina,Paraguay,3,0,Copa América
1517,4/9/2003,Cook Islands,New Zealand,0,9,OFC Championship
1518,4/9/2003,Australia,Papua New Guinea,13,0,OFC Championship
1519,4/11/2003,Bolivia,Chile,7,1,Copa América
1520,4/11/2003,Colombia,Venezuela,8,0,Copa América
1521,4/11/2003,Uruguay,Paraguay,1,3,Copa América
1522,4/11/2003,Papua New Guinea,New Zealand,0,5,OFC Championship
1523,4/11/2003,Cook Islands,Samoa,0,1,OFC Championship
1524,4/13/2003,Papua New Guinea,Samoa,5,2,OFC Championship
1525,4/13/2003,Australia,New Zealand,2,0,OFC Championship
1526,4/13/2003,Peru,Chile,2,1,Copa América
1527,4/13/2003,Ecuador,Colombia,1,1,Copa América
1528,4/13/2003,Argentina,Uruguay,8,0,Copa América
1529,4/18/2003,Sweden,Switzerland,6,0,UEFA Euro qualification
1530,4/19/2003,Poland,Hungary,0,2,UEFA Euro qualification
1531,4/19/2003,Bosnia and Herzegovina,Croatia,0,1,UEFA Euro qualification
1532,4/23/2003,Brazil,Argentina,3,2,Copa América
1533,4/23/2003,Peru,Colombia,0,1,Copa América
1534,4/25/2003,Colombia,Argentina,2,3,Copa América
1535,4/25/2003,Peru,Brazil,0,3,Copa América
1536,4/27/2003,Brazil,Colombia,12,0,Copa América
1537,4/27/2003,Peru,Argentina,1,1,Copa América
1538,5/10/2003,Ukraine,Portugal,0,1,UEFA Euro qualification
1539,5/10/2003,Austria,Armenia,11,0,UEFA Euro qualification
1540,5/11/2003,Hungary,France,0,4,UEFA Euro qualification
1541,5/13/2003,Armenia,Austria,0,11,UEFA Euro qualification
1542,5/15/2003,Norway,Netherlands,2,0,UEFA Euro qualification
1543,5/17/2003,Sweden,Italy,5,0,UEFA Euro qualification
1544,5/17/2003,Switzerland,Serbia and Montenegro,1,0,UEFA Euro qualification
1545,5/17/2003,Belarus,Estonia,5,0,UEFA Euro qualification
1546,5/18/2003,Russia,Poland,6,0,UEFA Euro qualification
1547,5/18/2003,Scotland,Ukraine,5,1,UEFA Euro qualification
1548,5/18/2003,Republic of Ireland,Bosnia and Herzegovina,6,0,UEFA Euro qualification
1549,5/25/2003,Croatia,Republic of Ireland,0,0,UEFA Euro qualification
1550,6/1/2003,Finland,Switzerland,1,1,UEFA Euro qualification
1551,6/7/2003,Portugal,Scotland,1,8,UEFA Euro qualification
1552,6/8/2003,Ukraine,Czech Republic,1,1,UEFA Euro qualification
1553,6/8/2003,Thailand,Singapore,3,0,AFC Championship
1554,6/8/2003,South Korea,Hong Kong,8,0,AFC Championship
1555,6/9/2003,Japan,Philippines,15,0,AFC Championship
1556,6/9/2003,Guam,Taiwan,1,2,AFC Championship
1557,6/9/2003,China PR,Vietnam,6,0,AFC Championship
1558,6/9/2003,India,Uzbekistan,6,0,AFC Championship
1559,6/10/2003,Thailand,South Korea,0,6,AFC Championship
1560,6/10/2003,North Korea,Hong Kong,13,0,AFC Championship
1561,6/11/2003,Philippines,Myanmar,0,6,AFC Championship
1562,6/11/2003,Japan,Guam,7,0,AFC Championship
1563,6/11/2003,Vietnam,Uzbekistan,4,2,AFC Championship
1564,6/11/2003,China PR,India,12,0,AFC Championship
1565,6/12/2003,South Korea,Singapore,4,0,AFC Championship
1566,6/12/2003,Thailand,North Korea,0,14,AFC Championship
1567,6/13/2003,Philippines,Taiwan,0,4,AFC Championship
1568,6/13/2003,Japan,Myanmar,7,0,AFC Championship
1569,6/13/2003,Vietnam,India,2,1,AFC Championship
1570,6/13/2003,China PR,Uzbekistan,11,0,AFC Championship
1571,6/14/2003,Iceland,Hungary,4,1,UEFA Euro qualification
1572,6/14/2003,Thailand,Hong Kong,3,1,AFC Championship
1573,6/14/2003,North Korea,Singapore,16,0,AFC Championship
1574,6/15/2003,Guam,Myanmar,0,4,AFC Championship
1575,6/15/2003,Japan,Taiwan,5,0,AFC Championship
1576,6/16/2003,North Korea,South Korea,2,2,AFC Championship
1577,6/16/2003,Hong Kong,Singapore,1,0,AFC Championship
1578,6/17/2003,Taiwan,Myanmar,1,1,AFC Championship
1579,6/17/2003,Philippines,Guam,2,1,AFC Championship
1580,6/19/2003,North Korea,Japan,3,0,AFC Championship
1581,6/19/2003,China PR,South Korea,3,1,AFC Championship
1582,6/21/2003,Japan,South Korea,0,1,AFC Championship
1583,6/21/2003,North Korea,China PR,2,1,AFC Championship
1584,6/28/2003,Republic of Ireland,Romania,2,2,UEFA Euro qualification
1585,7/19/2003,Finland,Italy,1,1,UEFA Euro qualification
1586,8/9/2003,Sweden,Finland,2,1,UEFA Euro qualification
1587,8/9/2003,Russia,Iceland,1,1,UEFA Euro qualification
1588,8/9/2003,Ukraine,Germany,1,3,UEFA Euro qualification
1589,8/10/2003,Romania,Malta,3,0,UEFA Euro qualification
1590,8/10/2003,Estonia,Israel,1,4,UEFA Euro qualification
1591,8/24/2003,Estonia,Kazakhstan,3,2,UEFA Euro qualification
1592,8/28/2003,Germany,Czech Republic,4,0,UEFA Euro qualification
1593,9/8/2003,France,Iceland,2,0,UEFA Euro qualification
1594,9/8/2003,Hungary,Russia,1,3,UEFA Euro qualification
1595,9/9/2003,Slovakia,Armenia,5,0,UEFA Euro qualification
1596,9/11/2003,Norway,Denmark,1,1,UEFA Euro qualification
1597,9/12/2003,Armenia,Slovakia,0,10,UEFA Euro qualification
1598,9/13/2003,Iceland,Poland,10,0,UEFA Euro qualification
1599,9/14/2003,Kazakhstan,Israel,0,0,UEFA Euro qualification
1600,9/20/2003,Nigeria,North Korea,0,3,FIFA World Cup
1601,9/20/2003,Norway,France,2,0,FIFA World Cup
1602,9/20/2003,Germany,Canada,4,1,FIFA World Cup
1603,9/20/2003,Japan,Argentina,6,0,FIFA World Cup
1604,9/21/2003,United States,Sweden,3,1,FIFA World Cup
1605,9/21/2003,Brazil,South Korea,3,0,FIFA World Cup
1606,9/21/2003,Australia,Russia,1,2,FIFA World Cup
1607,9/21/2003,China PR,Ghana,1,0,FIFA World Cup
1608,9/24/2003,Bosnia and Herzegovina,Malta,1,0,UEFA Euro qualification
1609,9/24/2003,Norway,Brazil,1,4,FIFA World Cup
1610,9/24/2003,France,South Korea,1,0,FIFA World Cup
1611,9/24/2003,Germany,Japan,3,0,FIFA World Cup
1612,9/24/2003,Canada,Argentina,3,0,FIFA World Cup
1613,9/25/2003,Sweden,North Korea,1,0,FIFA World Cup
1614,9/25/2003,United States,Nigeria,5,0,FIFA World Cup
1615,9/25/2003,Ghana,Russia,0,3,FIFA World Cup
1616,9/25/2003,China PR,Australia,1,1,FIFA World Cup
1617,9/27/2003,Switzerland,Italy,0,1,UEFA Euro qualification
1618,9/27/2003,Serbia and Montenegro,Finland,0,1,UEFA Euro qualification
1619,9/27/2003,Poland,Iceland,2,3,UEFA Euro qualification
1620,9/27/2003,South Korea,Norway,1,7,FIFA World Cup
1621,9/27/2003,France,Brazil,1,1,FIFA World Cup
1622,9/27/2003,Canada,Japan,3,1,FIFA World Cup
1623,9/27/2003,Argentina,Germany,1,6,FIFA World Cup
1624,9/28/2003,Croatia,Malta,3,0,UEFA Euro qualification
1625,9/28/2003,Sweden,Nigeria,3,0,FIFA World Cup
1626,9/28/2003,United States,North Korea,3,0,FIFA World Cup
1627,9/28/2003,Ghana,Australia,2,1,FIFA World Cup
1628,9/28/2003,China PR,Russia,1,0,FIFA World Cup
1629,10/1/2003,Brazil,Sweden,1,2,FIFA World Cup
1630,10/1/2003,United States,Norway,1,0,FIFA World Cup
1631,10/2/2003,Germany,Russia,7,1,FIFA World Cup
1632,10/2/2003,China PR,Canada,0,1,FIFA World Cup
1633,10/5/2003,Belgium,Denmark,1,6,UEFA Euro qualification
1634,10/5/2003,United States,Germany,0,3,FIFA World Cup
1635,10/5/2003,Sweden,Canada,2,1,FIFA World Cup
1636,10/11/2003,United States,Canada,3,1,FIFA World Cup
1637,10/12/2003,Romania,Bosnia and Herzegovina,2,0,UEFA Euro qualification
1638,10/12/2003,Germany,Sweden,2,1,FIFA World Cup
1639,10/18/2003,Denmark,Netherlands,3,0,UEFA Euro qualification
1640,10/18/2003,Croatia,Romania,2,3,UEFA Euro qualification
1641,10/18/2003,Belarus,Israel,1,1,UEFA Euro qualification
1642,10/19/2003,Czech Republic,Scotland,2,0,UEFA Euro qualification
1643,10/22/2003,Malta,Republic of Ireland,0,9,UEFA Euro qualification
1644,10/25/2003,Greece,Armenia,7,0,UEFA Euro qualification
1645,10/28/2003,Armenia,Greece,0,9,UEFA Euro qualification
1646,11/15/2003,Serbia and Montenegro,Sweden,0,4,UEFA Euro qualification
1647,11/15/2003,France,Poland,7,1,UEFA Euro qualification
1648,11/15/2003,Germany,Portugal,13,0,UEFA Euro qualification
1649,11/15/2003,Greece,Slovakia,3,1,UEFA Euro qualification
1650,11/16/2003,Spain,Norway,0,2,UEFA Euro qualification
1651,11/16/2003,Malta,Croatia,1,4,UEFA Euro qualification
1652,11/20/2003,Norway,Belgium,6,0,UEFA Euro qualification
1653,11/22/2003,Netherlands,Belgium,3,0,UEFA Euro qualification
1654,11/29/2003,Greece,Austria,0,2,UEFA Euro qualification
1655,12/6/2003,Portugal,Czech Republic,0,1,UEFA Euro qualification
1656,1/30/2004,Sweden,United States,0,3,Four Nations Tournament
1657,1/30/2004,China PR,Canada,2,1,Four Nations Tournament
1658,2/1/2004,Sweden,Canada,3,1,Four Nations Tournament
1659,2/1/2004,China PR,United States,0,0,Four Nations Tournament
1660,2/3/2004,Canada,United States,0,2,Four Nations Tournament
1661,2/3/2004,China PR,Sweden,2,2,Four Nations Tournament
1662,2/7/2004,Portugal,Germany,0,11,UEFA Euro qualification
1663,2/20/2004,Belgium,Spain,2,0,UEFA Euro qualification
1664,2/29/2004,Spain,Belgium,9,1,UEFA Euro qualification
1665,3/7/2004,Belgium,Norway,1,6,UEFA Euro qualification
1666,3/14/2004,Denmark,Sweden,0,1,Algarve Cup
1667,3/14/2004,United States,France,5,1,Algarve Cup
1668,3/14/2004,Norway,Finland,4,1,Algarve Cup
1669,3/14/2004,Italy,China PR,1,0,Algarve Cup
1670,3/14/2004,Greece,Wales,1,0,Algarve Cup
1671,3/14/2004,Portugal,Northern Ireland,2,0,Algarve Cup
1672,3/16/2004,Denmark,United States,0,1,Algarve Cup
1673,3/16/2004,Sweden,France,0,3,Algarve Cup
1674,3/16/2004,Norway,Italy,3,0,Algarve Cup
1675,3/16/2004,Finland,China PR,0,4,Algarve Cup
1676,3/16/2004,Northern Ireland,Greece,0,2,Algarve Cup
1677,3/16/2004,Portugal,Wales,2,3,Algarve Cup
1678,3/18/2004,Denmark,France,0,1,Algarve Cup
1679,3/18/2004,Sweden,United States,3,1,Algarve Cup
1680,3/18/2004,Norway,China PR,0,0,Algarve Cup
1681,3/18/2004,Finland,Italy,1,2,Algarve Cup
1682,3/18/2004,Wales,Northern Ireland,3,1,Algarve Cup
1683,3/18/2004,Portugal,Greece,3,0,Algarve Cup
1684,3/20/2004,Greece,Northern Ireland,2,0,Algarve Cup
1685,3/20/2004,Wales,Finland,0,4,Algarve Cup
1686,3/20/2004,Portugal,Denmark,0,1,Algarve Cup
1687,3/20/2004,Sweden,China PR,1,1,Algarve Cup
1688,3/20/2004,France,Italy,3,3,Algarve Cup
1689,3/20/2004,United States,Norway,4,1,Algarve Cup
1690,3/21/2004,Spain,Netherlands,0,0,UEFA Euro qualification
1691,4/3/2004,Portugal,Ukraine,1,2,UEFA Euro qualification
1692,4/10/2004,Ukraine,Scotland,1,0,UEFA Euro qualification
1693,4/10/2004,Republic of Ireland,Croatia,8,1,UEFA Euro qualification
1694,4/18/2004,Spain,Denmark,0,1,UEFA Euro qualification
1695,4/24/2004,Italy,Finland,1,1,UEFA Euro qualification
1696,4/24/2004,Switzerland,Sweden,0,2,UEFA Euro qualification
1697,4/24/2004,France,Hungary,6,0,UEFA Euro qualification
1698,4/24/2004,Austria,Greece,1,2,UEFA Euro qualification
1699,4/25/2004,Belgium,Netherlands,0,3,UEFA Euro qualification
1700,4/28/2004,Germany,Ukraine,6,0,UEFA Euro qualification
1701,4/29/2004,Slovakia,Greece,2,2,UEFA Euro qualification
1702,5/1/2004,Hungary,Poland,2,2,UEFA Euro qualification
1703,5/1/2004,Romania,Republic of Ireland,1,1,UEFA Euro qualification
1704,5/2/2004,Scotland,Germany,1,3,UEFA Euro qualification
1705,5/8/2004,Poland,Russia,1,1,UEFA Euro qualification
1706,5/8/2004,Malta,Romania,0,8,UEFA Euro qualification
1707,5/8/2004,Austria,Slovakia,3,0,UEFA Euro qualification
1708,5/9/2004,Czech Republic,Portugal,5,1,UEFA Euro qualification
1709,5/9/2004,Bosnia and Herzegovina,Republic of Ireland,1,4,UEFA Euro qualification
1710,5/9/2004,Israel,Estonia,12,1,UEFA Euro qualification
1711,5/12/2004,Eritrea,Tanzania,1,1,African Championship qualification
1712,5/15/2004,Finland,Serbia and Montenegro,4,0,UEFA Euro qualification
1713,5/15/2004,Croatia,Bosnia and Herzegovina,6,0,UEFA Euro qualification
1714,5/16/2004,Russia,France,0,3,UEFA Euro qualification
1715,5/22/2004,Italy,Switzerland,0,0,UEFA Euro qualification
1716,5/22/2004,Denmark,Spain,2,0,UEFA Euro qualification
1717,5/22/2004,Netherlands,Norway,0,2,UEFA Euro qualification
1718,5/23/2004,Scotland,Portugal,2,1,UEFA Euro qualification
1719,5/25/2004,Kazakhstan,Belarus,0,2,UEFA Euro qualification
1720,5/27/2004,Denmark,Norway,2,1,UEFA Euro qualification
1721,5/29/2004,Tanzania,Eritrea,4,0,African Championship qualification
1722,5/29/2004,Hungary,Iceland,0,5,UEFA Euro qualification
1723,5/30/2004,Equatorial Guinea,Congo,2,2,African Championship qualification
1724,5/30/2004,Israel,Kazakhstan,3,1,UEFA Euro qualification
1725,6/2/2004,Iceland,France,0,3,UEFA Euro qualification
1726,6/5/2004,Czech Republic,Ukraine,4,1,UEFA Euro qualification
1727,6/12/2004,Congo,Equatorial Guinea,2,0,African Championship qualification
1728,6/25/2004,Republic of Ireland,Malta,5,0,UEFA Euro qualification
1729,6/26/2004,Italy,Sweden,2,1,UEFA Euro qualification
1730,7/10/2004,Senegal,Nigeria,2,8,African Championship qualification
1731,7/11/2004,Congo,Cameroon,0,2,African Championship qualification
1732,7/11/2004,Malawi,Ethiopia,0,4,African Championship qualification
1733,7/11/2004,Tanzania,Zimbabwe,0,3,African Championship qualification
1734,7/11/2004,Mali,Algeria,2,2,African Championship qualification
1735,7/11/2004,Guinea,Ghana,0,13,African Championship qualification
1736,7/23/2004,Algeria,Mali,1,0,African Championship qualification
1737,7/24/2004,Ghana,Guinea,9,0,African Championship qualification
1738,7/24/2004,Nigeria,Senegal,4,11,African Championship qualification
1739,7/25/2004,Cameroon,Congo,0,0,African Championship qualification
1740,7/25/2004,Ethiopia,Malawi,5,0,African Championship qualification
1741,7/25/2004,Zimbabwe,Tanzania,4,0,African Championship qualification
1742,8/11/2004,Sweden,Japan,0,1,Olympic Games
1743,8/11/2004,Germany,China PR,8,0,Olympic Games
1744,8/11/2004,Greece,United States,0,3,Olympic Games
1745,8/11/2004,Brazil,Australia,1,0,Olympic Games
1746,8/14/2004,Japan,Nigeria,0,1,Olympic Games
1747,8/14/2004,China PR,Mexico,1,1,Olympic Games
1748,8/14/2004,Greece,Australia,0,1,Olympic Games
1749,8/14/2004,United States,Brazil,2,0,Olympic Games
1750,8/17/2004,Sweden,Nigeria,2,1,Olympic Games
1751,8/17/2004,Germany,Mexico,2,0,Olympic Games
1752,8/17/2004,Greece,Brazil,0,7,Olympic Games
1753,8/17/2004,United States,Australia,1,1,Olympic Games
1754,8/20/2004,Germany,Nigeria,2,1,Olympic Games
1755,8/20/2004,United States,Japan,2,1,Olympic Games
1756,8/20/2004,Mexico,Brazil,0,5,Olympic Games
1757,8/20/2004,Sweden,Australia,2,1,Olympic Games
1758,8/21/2004,Slovakia,Austria,2,3,UEFA Euro qualification
1759,8/22/2004,Iceland,Russia,0,2,UEFA Euro qualification
1760,8/23/2004,United States,Germany,2,1,Olympic Games
1761,8/23/2004,Brazil,Sweden,1,0,Olympic Games
1762,8/25/2004,Belarus,Kazakhstan,8,1,UEFA Euro qualification
1763,8/26/2004,Germany,Sweden,1,0,Olympic Games
1764,8/26/2004,United States,Brazil,2,1,Olympic Games
1765,8/29/2004,Estonia,Belarus,1,3,UEFA Euro qualification
1766,9/4/2004,Switzerland,Finland,0,2,UEFA Euro qualification
1767,9/5/2004,Scotland,Czech Republic,3,2,UEFA Euro qualification
1768,9/5/2004,Malta,Bosnia and Herzegovina,0,2,UEFA Euro qualification
1769,9/18/2004,South Africa,Ghana,0,3,African Championship
1770,9/18/2004,Zimbabwe,Ethiopia,1,1,African Championship
1771,9/19/2004,Nigeria,Algeria,4,0,African Championship
1772,9/19/2004,Cameroon,Mali,2,2,African Championship
1773,9/19/2004,Bosnia and Herzegovina,Romania,0,0,UEFA Euro qualification
1774,9/19/2004,Kazakhstan,Estonia,0,0,UEFA Euro qualification
1775,9/21/2004,Ghana,Ethiopia,2,1,African Championship
1776,9/21/2004,South Africa,Zimbabwe,1,2,African Championship
1777,9/22/2004,Algeria,Mali,3,0,African Championship
1778,9/22/2004,Nigeria,Cameroon,2,2,African Championship
1779,9/24/2004,Ghana,Zimbabwe,2,0,African Championship
1780,9/24/2004,South Africa,Ethiopia,1,2,African Championship
1781,9/25/2004,Algeria,Cameroon,1,3,African Championship
1782,9/25/2004,Nigeria,Mali,3,0,African Championship
1783,9/25/2004,Serbia and Montenegro,Italy,1,2,UEFA Euro qualification
1784,9/25/2004,Czech Republic,Germany,0,5,UEFA Euro qualification
1785,9/26/2004,Denmark,Belgium,6,0,UEFA Euro qualification
1786,9/26/2004,France,Russia,2,5,UEFA Euro qualification
1787,9/28/2004,Ghana,Cameroon,0,1,African Championship
1788,9/28/2004,Nigeria,Ethiopia,4,0,African Championship
1789,9/29/2004,Serbia and Montenegro,Switzerland,1,0,UEFA Euro qualification
1790,9/29/2004,Netherlands,Denmark,1,5,UEFA Euro qualification
1791,10/2/2004,Ghana,Ethiopia,0,0,African Championship
1792,10/2/2004,Finland,Sweden,1,1,UEFA Euro qualification
1793,10/2/2004,Norway,Spain,2,0,UEFA Euro qualification
1794,10/2/2004,Romania,Croatia,10,0,UEFA Euro qualification
1795,10/2/2004,Israel,Belarus,0,2,UEFA Euro qualification
1796,10/3/2004,Nigeria,Cameroon,5,0,African Championship
1797,10/3/2004,Russia,Hungary,4,0,UEFA Euro qualification
1798,10/3/2004,Poland,France,1,5,UEFA Euro qualification
1799,10/16/2004,Finland,Russia,1,0,UEFA Euro qualification
1800,10/20/2004,Russia,Finland,1,3,UEFA Euro qualification
1801,11/10/2004,Iceland,Norway,2,7,UEFA Euro qualification
1802,11/13/2004,Italy,Czech Republic,2,1,UEFA Euro qualification
1803,11/13/2004,Norway,Iceland,2,1,UEFA Euro qualification
1804,11/27/2004,Czech Republic,Italy,0,3,UEFA Euro qualification
1805,12/20/2004,Sweden,Serbia and Montenegro,5,1,UEFA Euro qualification
1806,1/28/2005,Germany,Australia,0,1,Four Nations Tournament
1807,1/28/2005,China PR,Russia,3,1,Four Nations Tournament
1808,1/30/2005,China PR,Australia,3,0,Four Nations Tournament
1809,1/30/2005,Germany,Russia,1,0,Four Nations Tournament
1810,2/1/2005,Russia,Australia,0,5,Four Nations Tournament
1811,2/1/2005,China PR,Germany,0,2,Four Nations Tournament
1812,3/9/2005,Norway,China PR,2,1,Algarve Cup
1813,3/9/2005,Sweden,Germany,1,2,Algarve Cup
1814,3/9/2005,Denmark,Finland,4,1,Algarve Cup
1815,3/9/2005,France,United States,0,1,Algarve Cup
1816,3/9/2005,England,Northern Ireland,4,0,Algarve Cup
1817,3/9/2005,Portugal,Mexico,1,2,Algarve Cup
1818,3/11/2005,China PR,Sweden,0,2,Algarve Cup
1819,3/11/2005,Germany,Norway,4,0,Algarve Cup
1820,3/11/2005,United States,Finland,3,0,Algarve Cup
1821,3/11/2005,Denmark,France,1,2,Algarve Cup
1822,3/11/2005,Portugal,England,0,4,Algarve Cup
1823,3/11/2005,Mexico,Northern Ireland,2,0,Algarve Cup
1824,3/13/2005,China PR,Germany,0,2,Algarve Cup
1825,3/13/2005,Sweden,Norway,1,1,Algarve Cup
1826,3/13/2005,United States,Denmark,4,0,Algarve Cup
1827,3/13/2005,Finland,France,1,2,Algarve Cup
1828,3/13/2005,England,Mexico,5,0,Algarve Cup
1829,3/13/2005,Portugal,Northern Ireland,1,2,Algarve Cup
1830,3/15/2005,Portugal,Northern Ireland,3,1,Algarve Cup
1831,3/15/2005,Finland,Mexico,1,1,Algarve Cup
1832,3/15/2005,China PR,England,0,0,Algarve Cup
1833,3/15/2005,Norway,Denmark,2,1,Algarve Cup
1834,3/15/2005,Sweden,France,2,3,Algarve Cup
1835,3/15/2005,Germany,United States,0,1,Algarve Cup
1836,5/6/2005,Uzbekistan,Myanmar,1,2,AFC Asian Cup qualification
1837,5/6/2005,Thailand,India,3,2,AFC Asian Cup qualification
1838,6/5/2005,Sweden,Denmark,1,1,UEFA Euro
1839,6/5/2005,England,Finland,3,2,UEFA Euro
1840,6/6/2005,Germany,Norway,1,0,UEFA Euro
1841,6/6/2005,France,Italy,3,1,UEFA Euro
1842,6/8/2005,England,Denmark,1,2,UEFA Euro
1843,6/8/2005,Sweden,Finland,0,0,UEFA Euro
1844,6/9/2005,Germany,Italy,4,0,UEFA Euro
1845,6/9/2005,Norway,France,1,1,UEFA Euro
1846,6/11/2005,England,Sweden,0,1,UEFA Euro
1847,6/11/2005,Finland,Denmark,2,1,UEFA Euro
1848,6/12/2005,France,Germany,0,3,UEFA Euro
1849,6/12/2005,Norway,Italy,5,3,UEFA Euro
1850,6/12/2005,Vietnam,Philippines,6,1,AFC Asian Cup qualification
1851,6/12/2005,India,Guam,10,0,AFC Asian Cup qualification
1852,6/13/2005,Uzbekistan,Maldives,6,0,AFC Asian Cup qualification
