,date,home_team,away_team,home_score,away_score,tournament
2485,2/26/2010,Netherlands,New Zealand,1,1,Cyprus Cup
2486,2/26/2010,Switzerland,South Africa,3,1,Cyprus Cup
2487,2/27/2010,England,Canada,0,1,Cyprus Cup
2488,3/1/2010,China PR,Germany,0,5,Algarve Cup
2489,3/1/2010,Denmark,Finland,2,1,Algarve Cup
2490,3/1/2010,United States,Sweden,2,0,Algarve Cup
2491,3/1/2010,Iceland,Norway,2,3,Algarve Cup
2492,3/1/2010,Faroe Islands,Romania,1,5,Algarve Cup
2493,3/1/2010,Portugal,Austria,2,1,Algarve Cup
2494,3/1/2010,New Zealand,Scotland,3,0,Cyprus Cup
2495,3/1/2010,Italy,Netherlands,1,1,Cyprus Cup
2496,3/1/2010,South Africa,Canada,1,2,Cyprus Cup
2497,3/1/2010,England,Switzerland,2,2,Cyprus Cup
2498,3/3/2010,Austria,Faroe Islands,6,0,Algarve Cup
2499,3/3/2010,Portugal,Iceland,0,3,Algarve Cup
2500,3/3/2010,Finland,Romania,0,1,Algarve Cup
2501,3/3/2010,Denmark,Norway,2,1,Algarve Cup
2502,3/3/2010,China PR,Sweden,0,2,Algarve Cup
2503,3/3/2010,Germany,United States,2,3,Algarve Cup
2504,3/3/2010,Suriname,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification
2505,3/3/2010,South Africa,Scotland,1,2,Cyprus Cup
2506,3/3/2010,England,Italy,3,2,Cyprus Cup
2507,3/3/2010,Netherlands,Switzerland,4,0,Cyprus Cup
2508,3/3/2010,New Zealand,Canada,0,1,Cyprus Cup
2509,3/5/2010,Guyana,Suriname,2,0,CONCACAF Gold Cup qualification
2510,3/6/2010,Senegal,Morocco,0,0,African Championship qualification
2511,3/6/2010,Ethiopia,Tanzania,1,3,African Championship qualification
2512,3/7/2010,Namibia,Angola,2,1,African Championship qualification
2513,3/7/2010,Botswana,DR Congo,0,2,African Championship qualification
2514,3/7/2010,Gabon,Ivory Coast,1,2,African Championship qualification
2515,3/7/2010,Guinea,Sierra Leone,3,2,African Championship qualification
2516,3/7/2010,Guyana,Saint Vincent and the Grenadines,1,0,CONCACAF Gold Cup qualification
2517,3/10/2010,Antigua and Barbuda,Saint Lucia,1,2,CONCACAF Gold Cup qualification
2518,3/12/2010,U.S. Virgin Islands,Saint Lucia,0,7,CONCACAF Gold Cup qualification
2519,3/14/2010,Antigua and Barbuda,U.S. Virgin Islands,3,1,CONCACAF Gold Cup qualification
2520,3/17/2010,Saint Kitts and Nevis,Dominica,2,0,CONCACAF Gold Cup qualification
2521,3/19/2010,DR Congo,Botswana,5,2,African Championship qualification
2522,3/19/2010,Ivory Coast,Gabon,3,1,African Championship qualification
2523,3/19/2010,Puerto Rico,Saint Kitts and Nevis,7,0,CONCACAF Gold Cup qualification
2524,3/21/2010,Angola,Namibia,1,1,African Championship qualification
2525,3/21/2010,Puerto Rico,Dominica,6,0,CONCACAF Gold Cup qualification
2526,3/26/2010,Dominican Republic,Turks and Caicos Islands,3,1,CONCACAF Gold Cup qualification
2527,3/28/2010,Turks and Caicos Islands,Haiti,0,5,CONCACAF Gold Cup qualification
2528,3/28/2010,Barbados,Anguilla,3,0,CONCACAF Gold Cup qualification
2529,3/30/2010,Dominican Republic,Haiti,1,2,CONCACAF Gold Cup qualification
2530,3/30/2010,Anguilla,Grenada,2,0,CONCACAF Gold Cup qualification
2531,4/1/2010,Barbados,Grenada,4,0,CONCACAF Gold Cup qualification
2532,4/20/2010,El Salvador,Belize,9,0,CONCACAF Gold Cup qualification
2533,4/22/2010,Guatemala,El Salvador,2,1,CONCACAF Gold Cup qualification
2534,4/24/2010,Guatemala,Belize,5,1,CONCACAF Gold Cup qualification
2535,4/26/2010,Nicaragua,Honduras,2,1,CONCACAF Gold Cup qualification
2536,4/28/2010,Honduras,Costa Rica,0,2,CONCACAF Gold Cup qualification
2537,4/30/2010,Nicaragua,Costa Rica,0,2,CONCACAF Gold Cup qualification
2538,5/10/2010,Guyana,Barbados,3,0,CONCACAF Gold Cup qualification
2539,5/10/2010,Trinidad and Tobago,Saint Lucia,6,1,CONCACAF Gold Cup qualification
2540,5/11/2010,Cuba,Puerto Rico,4,3,CONCACAF Gold Cup qualification
2541,5/11/2010,Antigua and Barbuda,Haiti,1,4,CONCACAF Gold Cup qualification
2542,5/12/2010,Saint Lucia,Guyana,0,8,CONCACAF Gold Cup qualification
2543,5/12/2010,Trinidad and Tobago,Barbados,5,0,CONCACAF Gold Cup qualification
2544,5/13/2010,Haiti,Cuba,3,0,CONCACAF Gold Cup qualification
2545,5/13/2010,Puerto Rico,Antigua and Barbuda,8,0,CONCACAF Gold Cup qualification
2546,5/14/2010,Barbados,Saint Lucia,4,3,CONCACAF Gold Cup qualification
2547,5/14/2010,Trinidad and Tobago,Guyana,3,0,CONCACAF Gold Cup qualification
2548,5/15/2010,Haiti,Puerto Rico,2,0,CONCACAF Gold Cup qualification
2549,5/15/2010,Cuba,Antigua and Barbuda,6,1,CONCACAF Gold Cup qualification
2550,5/19/2010,Australia,Vietnam,2,0,AFC Asian Cup
2551,5/19/2010,China PR,South Korea,0,0,AFC Asian Cup
2552,5/20/2010,North Korea,Thailand,3,0,AFC Asian Cup
2553,5/20/2010,Japan,Myanmar,8,0,AFC Asian Cup
2554,5/21/2010,DR Congo,Cameroon,0,2,African Championship qualification
2555,5/21/2010,South Korea,Australia,1,3,AFC Asian Cup
2556,5/21/2010,China PR,Vietnam,5,0,AFC Asian Cup
2557,5/22/2010,Algeria,Tunisia,1,1,African Championship qualification
2558,5/22/2010,Senegal,Ghana,0,1,African Championship qualification
2559,5/22/2010,Thailand,Japan,0,4,AFC Asian Cup
2560,5/22/2010,Myanmar,North Korea,0,2,AFC Asian Cup
2561,5/23/2010,Namibia,Equatorial Guinea,1,5,African Championship qualification
2562,5/23/2010,Ivory Coast,Nigeria,1,2,African Championship qualification
2563,5/23/2010,Guinea,Mali,0,2,African Championship qualification
2564,5/23/2010,Tanzania,Eritrea,8,1,African Championship qualification
2565,5/23/2010,China PR,Australia,1,0,AFC Asian Cup
2566,5/23/2010,Vietnam,South Korea,0,5,AFC Asian Cup
2567,5/24/2010,North Korea,Japan,1,2,AFC Asian Cup
2568,5/24/2010,Myanmar,Thailand,0,2,AFC Asian Cup
2569,5/27/2010,Japan,Australia,0,1,AFC Asian Cup
2570,5/27/2010,China PR,North Korea,0,1,AFC Asian Cup
2571,5/30/2010,China PR,Japan,0,2,AFC Asian Cup
2572,5/30/2010,Australia,North Korea,1,1,AFC Asian Cup
2573,6/5/2010,Tunisia,Algeria,0,1,African Championship qualification
2574,6/5/2010,Cameroon,DR Congo,3,0,African Championship qualification
2575,6/5/2010,Nigeria,Ivory Coast,3,1,African Championship qualification
2576,6/5/2010,Mali,Guinea,1,2,African Championship qualification
2577,6/5/2010,Eritrea,Tanzania,3,3,African Championship qualification
2578,6/6/2010,Ghana,Senegal,3,0,African Championship qualification
2579,6/26/2010,Cuba,Guyana,1,0,CONCACAF Gold Cup qualification
2580,7/3/2010,Guyana,Cuba,3,1,CONCACAF Gold Cup qualification
2581,9/29/2010,New Zealand,Vanuatu,14,0,OFC Championship
2582,9/29/2010,Cook Islands,Tahiti,1,0,OFC Championship
2583,9/30/2010,Papua New Guinea,Fiji,3,0,OFC Championship
2584,9/30/2010,Solomon Islands,Tonga,4,0,OFC Championship
2585,10/1/2010,Tahiti,Vanuatu,5,1,OFC Championship
2586,10/1/2010,New Zealand,Cook Islands,10,0,OFC Championship
2587,10/2/2010,Tonga,Fiji,2,1,OFC Championship
2588,10/2/2010,Solomon Islands,Papua New Guinea,1,2,OFC Championship
2589,10/3/2010,New Zealand,Tahiti,7,0,OFC Championship
2590,10/3/2010,Vanuatu,Cook Islands,0,2,OFC Championship
2591,10/4/2010,Tonga,Papua New Guinea,0,3,OFC Championship
2592,10/4/2010,Fiji,Solomon Islands,0,0,OFC Championship
2593,10/6/2010,New Zealand,Solomon Islands,8,0,OFC Championship
2594,10/6/2010,Papua New Guinea,Cook Islands,1,0,OFC Championship
2595,10/8/2010,Solomon Islands,Cook Islands,0,2,OFC Championship
2596,10/8/2010,New Zealand,Papua New Guinea,11,0,OFC Championship
2597,10/28/2010,Costa Rica,Guatemala,1,0,CONCACAF Gold Cup
2598,10/28/2010,United States,Haiti,5,0,CONCACAF Gold Cup
2599,10/29/2010,Trinidad and Tobago,Canada,0,1,CONCACAF Gold Cup
2600,10/29/2010,Mexico,Guyana,7,2,CONCACAF Gold Cup
2601,10/30/2010,Haiti,Costa Rica,0,3,CONCACAF Gold Cup
2602,10/30/2010,United States,Guatemala,9,0,CONCACAF Gold Cup
2603,10/31/2010,South Africa,Tanzania,2,1,African Championship
2604,10/31/2010,Canada,Guyana,8,0,CONCACAF Gold Cup
2605,10/31/2010,Mexico,Trinidad and Tobago,2,0,CONCACAF Gold Cup
2606,11/1/2010,Guatemala,Haiti,0,1,CONCACAF Gold Cup
2607,11/1/2010,United States,Costa Rica,4,0,CONCACAF Gold Cup
2608,11/1/2010,Nigeria,Mali,5,0,African Championship
2609,11/2/2010,Guyana,Trinidad and Tobago,1,4,CONCACAF Gold Cup
2610,11/2/2010,Mexico,Canada,0,3,CONCACAF Gold Cup
2611,11/2/2010,Equatorial Guinea,Cameroon,2,2,African Championship
2612,11/2/2010,Algeria,Ghana,1,2,African Championship
2613,11/3/2010,Morocco,Senegal,0,1,African Championship qualification
2614,11/3/2010,Sierra Leone,Guinea,1,1,African Championship qualification
2615,11/3/2010,Tanzania,Ethiopia,1,1,African Championship qualification
2616,11/4/2010,Argentina,Bolivia,3,0,Copa América
2617,11/4/2010,Ecuador,Chile,1,2,Copa América
2618,11/4/2010,South Africa,Nigeria,1,2,African Championship
2619,11/4/2010,Mali,Tanzania,3,2,African Championship
2620,11/5/2010,Paraguay,Colombia,0,3,Copa América
2621,11/5/2010,Brazil,Venezuela,4,0,Copa América
2622,11/5/2010,Canada,Costa Rica,4,0,CONCACAF Gold Cup
2623,11/5/2010,Mexico,United States,2,1,CONCACAF Gold Cup
2624,11/5/2010,Equatorial Guinea,Algeria,1,0,African Championship
2625,11/5/2010,Ghana,Cameroon,1,2,African Championship
2626,11/6/2010,Chile,Argentina,1,2,Copa América
2627,11/6/2010,Ecuador,Peru,2,1,Copa América
2628,11/7/2010,Venezuela,Paraguay,0,4,Copa América
2629,11/7/2010,Uruguay,Brazil,0,4,Copa América
2630,11/7/2010,South Africa,Mali,4,0,African Championship
2631,11/7/2010,Tanzania,Nigeria,0,3,African Championship
2632,11/8/2010,Chile,Bolivia,3,0,Copa América
2633,11/8/2010,Argentina,Peru,2,0,Copa América
2634,11/8/2010,Costa Rica,United States,0,3,CONCACAF Gold Cup
2635,11/8/2010,Mexico,Canada,0,1,CONCACAF Gold Cup
2636,11/8/2010,Ghana,Equatorial Guinea,1,3,African Championship
2637,11/8/2010,Cameroon,Algeria,2,1,African Championship
2638,11/9/2010,Colombia,Venezuela,5,0,Copa América
2639,11/9/2010,Paraguay,Uruguay,4,0,Copa América
2640,11/10/2010,Peru,Chile,1,3,Copa América
2641,11/10/2010,Ecuador,Bolivia,4,3,Copa América
2642,11/11/2010,Venezuela,Uruguay,5,2,Copa América
2643,11/11/2010,Colombia,Brazil,1,2,Copa América
2644,11/11/2010,Nigeria,Cameroon,5,1,African Championship
2645,11/11/2010,South Africa,Equatorial Guinea,1,3,African Championship
2646,11/12/2010,Bolivia,Peru,2,1,Copa América
2647,11/12/2010,Ecuador,Argentina,1,0,Copa América
2648,11/13/2010,Uruguay,Colombia,0,8,Copa América
2649,11/13/2010,Brazil,Paraguay,3,0,Copa América
2650,11/14/2010,South Africa,Cameroon,2,0,African Championship
2651,11/14/2010,Nigeria,Equatorial Guinea,4,2,African Championship
2652,11/17/2010,Chile,Colombia,1,1,Copa América
2653,11/17/2010,Brazil,Argentina,4,0,Copa América
2654,11/19/2010,Chile,Argentina,0,0,Copa América
2655,11/19/2010,Brazil,Colombia,5,0,Copa América
2656,11/21/2010,Colombia,Argentina,1,0,Copa América
2657,11/21/2010,Chile,Brazil,1,3,Copa América
2658,1/21/2011,Sweden,United States,2,1,Four Nations Tournament
2659,1/21/2011,China PR,Canada,2,3,Four Nations Tournament
2660,1/23/2011,China PR,Sweden,2,1,Four Nations Tournament
2661,1/23/2011,United States,Canada,2,1,Four Nations Tournament
2662,1/25/2011,Canada,Sweden,1,0,Four Nations Tournament
2663,1/25/2011,China PR,United States,0,2,Four Nations Tournament
2664,3/2/2011,Norway,Finland,2,1,Algarve Cup
2665,3/2/2011,United States,Japan,2,1,Algarve Cup
2666,3/2/2011,Sweden,Iceland,1,2,Algarve Cup
2667,3/2/2011,China PR,Denmark,0,1,Algarve Cup
2668,3/2/2011,Portugal,Wales,3,1,Algarve Cup
2669,3/2/2011,Romania,Chile,2,0,Algarve Cup
2670,3/2/2011,Canada,Scotland,1,0,Cyprus Cup
2671,3/2/2011,England,Italy,2,0,Cyprus Cup
2672,3/2/2011,France,Switzerland,2,0,Cyprus Cup
2673,3/2/2011,New Zealand,Netherlands,1,4,Cyprus Cup
2674,3/2/2011,South Korea,Northern Ireland,3,1,Cyprus Cup
2675,3/2/2011,Russia,Mexico,0,0,Cyprus Cup
2676,3/3/2011,Macedonia,Lithuania,1,1,UEFA Euro qualification
2677,3/3/2011,Luxembourg,Latvia,2,0,UEFA Euro qualification
2678,3/3/2011,Malta,Georgia,1,0,UEFA Euro qualification
2679,3/3/2011,Faroe Islands,Armenia,0,1,UEFA Euro qualification
2680,3/4/2011,Japan,Finland,5,0,Algarve Cup
2681,3/4/2011,United States,Norway,2,0,Algarve Cup
2682,3/4/2011,Iceland,China PR,2,1,Algarve Cup
2683,3/4/2011,Denmark,Sweden,1,3,Algarve Cup
2684,3/4/2011,Portugal,Chile,0,0,Algarve Cup
2685,3/4/2011,Wales,Romania,2,1,Algarve Cup
2686,3/4/2011,England,Scotland,0,2,Cyprus Cup
2687,3/4/2011,Italy,Canada,0,1,Cyprus Cup
2688,3/4/2011,France,Netherlands,1,2,Cyprus Cup
2689,3/4/2011,Switzerland,New Zealand,1,2,Cyprus Cup
2690,3/4/2011,Russia,Northern Ireland,2,1,Cyprus Cup
2691,3/4/2011,South Korea,Mexico,1,1,Cyprus Cup
2692,3/5/2011,Macedonia,Luxembourg,5,1,UEFA Euro qualification
2693,3/5/2011,Latvia,Lithuania,1,0,UEFA Euro qualification
2694,3/5/2011,Armenia,Georgia,0,0,UEFA Euro qualification
2695,3/5/2011,Malta,Faroe Islands,0,2,UEFA Euro qualification
2696,3/7/2011,Norway,Japan,0,1,Algarve Cup
2697,3/7/2011,United States,Finland,4,0,Algarve Cup
2698,3/7/2011,China PR,Sweden,0,1,Algarve Cup
2699,3/7/2011,Denmark,Iceland,0,1,Algarve Cup
2700,3/7/2011,Chile,Wales,1,2,Algarve Cup
2701,3/7/2011,Portugal,Romania,1,1,Algarve Cup
2702,3/7/2011,Scotland,Italy,0,0,Cyprus Cup
2703,3/7/2011,Canada,England,2,0,Cyprus Cup
2704,3/7/2011,Netherlands,Switzerland,6,0,Cyprus Cup
2705,3/7/2011,New Zealand,France,2,5,Cyprus Cup
2706,3/7/2011,Mexico,Northern Ireland,3,1,Cyprus Cup
2707,3/7/2011,Russia,South Korea,1,2,Cyprus Cup
2708,3/8/2011,Lithuania,Luxembourg,4,1,UEFA Euro qualification
2709,3/8/2011,Macedonia,Latvia,1,0,UEFA Euro qualification
2710,3/8/2011,Georgia,Faroe Islands,1,0,UEFA Euro qualification
2711,3/8/2011,Malta,Armenia,1,1,UEFA Euro qualification
2712,3/9/2011,Romania,Chile,1,1,Algarve Cup
2713,3/9/2011,Portugal,Finland,2,1,Algarve Cup
2714,3/9/2011,China PR,Wales,2,1,Algarve Cup
2715,3/9/2011,Norway,Denmark,0,0,Algarve Cup
2716,3/9/2011,Sweden,Japan,1,2,Algarve Cup
2717,3/9/2011,Iceland,United States,2,4,Algarve Cup
2718,3/9/2011,Switzerland,Northern Ireland,2,1,Cyprus Cup
2719,3/9/2011,Italy,Russia,2,0,Cyprus Cup
2720,3/9/2011,New Zealand,Mexico,0,5,Cyprus Cup
2721,3/9/2011,England,South Korea,2,0,Cyprus Cup
2722,3/9/2011,Scotland,France,0,3,Cyprus Cup
2723,3/9/2011,Canada,Netherlands,2,1,Cyprus Cup
2724,5/19/2011,Iceland,Bulgaria,6,0,UEFA Euro qualification
2725,6/26/2011,Nigeria,France,0,1,FIFA World Cup
2726,6/26/2011,Germany,Canada,2,1,FIFA World Cup
2727,6/27/2011,Japan,New Zealand,2,1,FIFA World Cup
2728,6/27/2011,Mexico,England,1,1,FIFA World Cup
2729,6/28/2011,Colombia,Sweden,0,1,FIFA World Cup
2730,6/28/2011,United States,North Korea,2,0,FIFA World Cup
2731,6/29/2011,Norway,Equatorial Guinea,1,0,FIFA World Cup
2732,6/29/2011,Brazil,Australia,1,0,FIFA World Cup
2733,6/30/2011,Canada,France,0,4,FIFA World Cup
2734,6/30/2011,Germany,Nigeria,1,0,FIFA World Cup
2735,7/1/2011,Japan,Mexico,4,0,FIFA World Cup
2736,7/1/2011,New Zealand,England,1,2,FIFA World Cup
2737,7/2/2011,North Korea,Sweden,0,1,FIFA World Cup
2738,7/2/2011,United States,Colombia,3,0,FIFA World Cup
2739,7/3/2011,Australia,Equatorial Guinea,3,2,FIFA World Cup
2740,7/3/2011,Brazil,Norway,3,0,FIFA World Cup
2741,7/5/2011,Germany,France,4,2,FIFA World Cup
2742,7/5/2011,Canada,Nigeria,0,1,FIFA World Cup
2743,7/5/2011,England,Japan,2,0,FIFA World Cup
2744,7/5/2011,New Zealand,Mexico,2,2,FIFA World Cup
2745,7/6/2011,Sweden,United States,2,1,FIFA World Cup
2746,7/6/2011,North Korea,Colombia,0,0,FIFA World Cup
2747,7/6/2011,Equatorial Guinea,Brazil,0,3,FIFA World Cup
2748,7/6/2011,Australia,Norway,2,1,FIFA World Cup
2749,7/9/2011,England,France,1,1,FIFA World Cup
2750,7/9/2011,Germany,Japan,0,1,FIFA World Cup
2751,7/10/2011,Sweden,Australia,3,1,FIFA World Cup
2752,7/10/2011,Brazil,United States,2,2,FIFA World Cup
2753,7/13/2011,France,United States,1,3,FIFA World Cup
2754,7/13/2011,Japan,Sweden,3,1,FIFA World Cup
2755,7/16/2011,Sweden,France,2,1,FIFA World Cup
2756,7/17/2011,Japan,United States,2,2,FIFA World Cup
2757,8/25/2011,Belarus,Estonia,2,1,UEFA Euro qualification
2758,9/14/2011,Israel,France,0,5,UEFA Euro qualification
2759,9/17/2011,Bosnia and Herzegovina,Italy,0,1,UEFA Euro qualification
2760,9/17/2011,Kazakhstan,Romania,0,3,UEFA Euro qualification
2761,9/17/2011,Germany,Switzerland,4,1,UEFA Euro qualification
2762,9/17/2011,Turkey,Spain,1,10,UEFA Euro qualification
2763,9/17/2011,Belgium,Hungary,2,1,UEFA Euro qualification
2764,9/17/2011,Iceland,Norway,3,1,UEFA Euro qualification
2765,9/17/2011,Wales,Republic of Ireland,0,2,UEFA Euro qualification
2766,9/17/2011,Serbia,England,2,2,UEFA Euro qualification
2767,9/17/2011,Armenia,Portugal,0,8,UEFA Euro qualification
2768,9/17/2011,Austria,Czech Republic,1,1,UEFA Euro qualification
2769,9/18/2011,Estonia,Ukraine,1,4,UEFA Euro qualification
2770,9/21/2011,Poland,Russia,0,20,UEFA Euro qualification
2771,9/21/2011,Switzerland,Romania,4,1,UEFA Euro qualification
2772,9/21/2011,Norway,Hungary,6,0,UEFA Euro qualification
2773,9/21/2011,Iceland,Belgium,0,0,UEFA Euro qualification
2774,9/21/2011,Netherlands,Serbia,6,0,UEFA Euro qualification
2775,9/21/2011,Armenia,Denmark,0,5,UEFA Euro qualification
2776,9/22/2011,Kazakhstan,Turkey,2,0,UEFA Euro qualification
2777,9/22/2011,Republic of Ireland,France,1,3,UEFA Euro qualification
2778,9/22/2011,England,Slovenia,4,0,UEFA Euro qualification
2779,10/22/2011,Russia,Bosnia and Herzegovina,4,1,UEFA Euro qualification
2780,10/22/2011,Macedonia,Italy,0,9,UEFA Euro qualification
2781,10/22/2011,Poland,Greece,2,0,UEFA Euro qualification
2782,10/22/2011,Turkey,Kazakhstan,0,0,UEFA Euro qualification
2783,10/22/2011,Romania,Germany,0,3,UEFA Euro qualification
2784,10/22/2011,Hungary,Iceland,0,1,UEFA Euro qualification
2785,10/22/2011,Bulgaria,Northern Ireland,0,1,UEFA Euro qualification
2786,10/22/2011,Republic of Ireland,Israel,2,0,UEFA Euro qualification
2787,10/22/2011,Wales,France,1,4,UEFA Euro qualification
2788,10/22/2011,Ukraine,Slovakia,0,0,UEFA Euro qualification
2789,10/22/2011,Finland,Estonia,6,0,UEFA Euro qualification
2790,10/22/2011,Croatia,Netherlands,0,3,UEFA Euro qualification
2791,10/22/2011,Slovenia,Serbia,1,2,UEFA Euro qualification
2792,10/22/2011,Czech Republic,Portugal,1,0,UEFA Euro qualification
2793,10/22/2011,Denmark,Austria,3,0,UEFA Euro qualification
2794,10/23/2011,Spain,Switzerland,3,2,UEFA Euro qualification
2795,10/26/2011,Macedonia,Greece,1,1,UEFA Euro qualification
2796,10/26/2011,Italy,Russia,2,0,UEFA Euro qualification
2797,10/26/2011,Poland,Bosnia and Herzegovina,4,0,UEFA Euro qualification
2798,10/26/2011,Belgium,Norway,0,1,UEFA Euro qualification
2799,10/26/2011,Northern Ireland,Iceland,0,2,UEFA Euro qualification
2800,10/26/2011,France,Israel,5,0,UEFA Euro qualification
2801,10/26/2011,Slovakia,Estonia,3,1,UEFA Euro qualification
2802,10/26/2011,Austria,Armenia,3,0,UEFA Euro qualification
2803,10/26/2011,Portugal,Denmark,0,3,UEFA Euro qualification
2804,10/27/2011,Kazakhstan,Spain,0,4,UEFA Euro qualification
2805,10/27/2011,Romania,Turkey,7,1,UEFA Euro qualification
2806,10/27/2011,Bulgaria,Hungary,0,4,UEFA Euro qualification
2807,10/27/2011,Scotland,Wales,2,2,UEFA Euro qualification
2808,10/27/2011,Belarus,Finland,2,2,UEFA Euro qualification
2809,10/27/2011,Croatia,Slovenia,3,3,UEFA Euro qualification
2810,10/27/2011,Netherlands,England,0,0,UEFA Euro qualification
2811,11/19/2011,Macedonia,Bosnia and Herzegovina,2,6,UEFA Euro qualification
2812,11/19/2011,Greece,Russia,0,4,UEFA Euro qualification
2813,11/19/2011,Poland,Italy,0,5,UEFA Euro qualification
2814,11/19/2011,Germany,Kazakhstan,17,0,UEFA Euro qualification
2815,11/19/2011,Belgium,Bulgaria,5,0,UEFA Euro qualification
2816,11/19/2011,Northern Ireland,Norway,3,1,UEFA Euro qualification
2817,11/19/2011,Slovakia,Belarus,3,0,UEFA Euro qualification
2818,11/19/2011,Serbia,Croatia,4,2,UEFA Euro qualification
2819,11/19/2011,Slovenia,Netherlands,0,2,UEFA Euro qualification
2820,11/19/2011,Portugal,Austria,0,1,UEFA Euro qualification
2821,11/20/2011,Romania,Spain,0,4,UEFA Euro qualification
2822,11/20/2011,Israel,Wales,0,2,UEFA Euro qualification
2823,11/20/2011,Czech Republic,Armenia,5,0,UEFA Euro qualification
2824,11/23/2011,Macedonia,Poland,0,3,UEFA Euro qualification
2825,11/23/2011,Italy,Greece,2,0,UEFA Euro qualification
2826,11/23/2011,Turkey,Romania,1,2,UEFA Euro qualification
2827,11/23/2011,Bulgaria,Belgium,0,1,UEFA Euro qualification
2828,11/23/2011,Hungary,Northern Ireland,2,2,UEFA Euro qualification
2829,11/23/2011,England,Serbia,2,0,UEFA Euro qualification
2830,11/23/2011,Denmark,Armenia,11,0,UEFA Euro qualification
2831,11/24/2011,Switzerland,Kazakhstan,8,1,UEFA Euro qualification
2832,11/24/2011,Spain,Germany,2,2,UEFA Euro qualification
2833,11/24/2011,Ukraine,Belarus,0,1,UEFA Euro qualification
2834,11/24/2011,Netherlands,Croatia,2,0,UEFA Euro qualification
2835,12/20/2011,Israel,Scotland,1,6,UEFA Euro qualification
2836,1/14/2012,Egypt,Ethiopia,4,2,African Championship qualification
2837,1/14/2012,Namibia,Tanzania,0,2,African Championship qualification
2838,1/14/2012,Ivory Coast,Guinea,5,1,African Championship qualification
2839,1/14/2012,Zambia,Malawi,7,0,African Championship qualification
2840,1/14/2012,Morocco,Tunisia,2,0,African Championship qualification
2841,1/14/2012,Botswana,Zimbabwe,0,1,African Championship qualification
2842,1/14/2012,Uganda,DR Congo,1,1,African Championship qualification
2843,1/15/2012,Mali,Ghana,0,3,African Championship qualification
2844,1/21/2012,Dominican Republic,United States,0,14,Olympic Games qualification
2845,1/23/2012,United States,Guatemala,13,0,Olympic Games qualification
2846,1/25/2012,United States,Mexico,4,0,Olympic Games qualification
2847,1/28/2012,United States,Costa Rica,3,0,Olympic Games qualification
2848,1/28/2012,Tunisia,Morocco,2,0,African Championship qualification
2849,1/28/2012,DR Congo,Uganda,4,0,African Championship qualification
2850,1/29/2012,Ethiopia,Egypt,4,0,African Championship qualification
2851,1/29/2012,Tanzania,Namibia,5,2,African Championship qualification
2852,1/29/2012,Guinea,Ivory Coast,0,5,African Championship qualification
2853,1/29/2012,Malawi,Zambia,4,2,African Championship qualification
2854,1/29/2012,Zimbabwe,Botswana,2,1,African Championship qualification
2855,1/29/2012,Ghana,Mali,5,0,African Championship qualification
2856,1/30/2012,Canada,United States,0,4,Olympic Games qualification
2857,2/12/2012,United States,New Zealand,2,1,Friendly
2858,2/15/2012,Greece,Bosnia and Herzegovina,2,3,UEFA Euro qualification
2859,2/15/2012,Turkey,Germany,0,5,UEFA Euro qualification
2860,2/15/2012,Belgium,Northern Ireland,2,2,UEFA Euro qualification
2861,2/15/2012,Portugal,Armenia,6,0,UEFA Euro qualification
2862,2/15/2012,China PR,Mexico,1,0,Four Nations Tournament
2863,2/15/2012,South Korea,North Korea,0,1,Four Nations Tournament
2864,2/17/2012,China PR,South Korea,0,0,Four Nations Tournament
2865,2/17/2012,Mexico,North Korea,0,1,Four Nations Tournament
2866,2/19/2012,China PR,North Korea,0,0,Four Nations Tournament
2867,2/19/2012,Mexico,South Korea,2,3,Four Nations Tournament
2868,2/28/2012,France,Switzerland,3,0,Cyprus Cup
2869,2/28/2012,England,Finland,3,1,Cyprus Cup
2870,2/28/2012,Netherlands,Italy,2,1,Cyprus Cup
2871,2/28/2012,Canada,Scotland,5,1,Cyprus Cup
2872,2/28/2012,South Korea,South Africa,2,1,Cyprus Cup
2873,2/28/2012,New Zealand,Northern Ireland,2,0,Cyprus Cup
2874,2/29/2012,Germany,Iceland,1,0,Algarve Cup
2875,2/29/2012,Sweden,China PR,1,0,Algarve Cup
2876,2/29/2012,Japan,Norway,2,1,Algarve Cup
2877,2/29/2012,United States,Denmark,5,0,Algarve Cup
2878,2/29/2012,Republic of Ireland,Hungary,0,1,Algarve Cup
2879,2/29/2012,Portugal,Wales,0,1,Algarve Cup
2880,3/1/2012,Switzerland,England,0,1,Cyprus Cup
2881,3/1/2012,Finland,France,1,2,Cyprus Cup
2882,3/1/2012,Scotland,Netherlands,2,1,Cyprus Cup
2883,3/1/2012,Italy,Canada,1,2,Cyprus Cup
2884,3/1/2012,Northern Ireland,South Korea,0,1,Cyprus Cup
2885,3/1/2012,South Africa,New Zealand,0,0,Cyprus Cup
2886,3/2/2012,Iceland,Sweden,1,4,Algarve Cup
2887,3/2/2012,Germany,China PR,1,0,Algarve Cup
2888,3/2/2012,Denmark,Japan,0,2,Algarve Cup
2889,3/2/2012,United States,Norway,2,1,Algarve Cup
2890,3/2/2012,Portugal,Hungary,4,0,Algarve Cup
2891,3/2/2012,Wales,Republic of Ireland,0,0,Algarve Cup
2892,3/4/2012,England,France,0,3,Cyprus Cup
